Category,Book_name,Ratings,Price,Book_Url
Default,On the Road (Duluoz Legend),3,£32.36,http://books.toscrape.com/catalogue/category/books/default_15/page-8.html
Default,One for the Money (Stephanie Plum #1),2,£32.87,http://books.toscrape.com/catalogue/category/books/default_15/page-7.html
Default,Orange Is the New Black,2,£24.61,http://books.toscrape.com/catalogue/category/books/default_15/page-7.html
Default,Outlander (Outlander #1),5,£19.67,http://books.toscrape.com/catalogue/category/books/default_15/page-6.html
Default,Packing for Mars: The Curious Science of Life in the Void,2,£56.68,http://books.toscrape.com/catalogue/category/books/default_15/page-7.html
Default,Paradise Lost (Paradise #1),1,£24.96,http://books.toscrape.com/catalogue/category/books/default_15/page-8.html
Default,Penny Maybe,3,£33.29,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Default,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,1,£41.06,http://books.toscrape.com/catalogue/category/books/default_15/page-2.html
Default,Quiet: The Power of Introverts in a World That Can't Stop Talking,1,£43.55,http://books.toscrape.com/catalogue/category/books/default_15/page-7.html
Default,Raspberry Pi Electronics Projects for the Evil Genius,4,£49.67,http://books.toscrape.com/catalogue/category/books/default_15/page-3.html
Default,Remember Me?,3,£11.48,http://books.toscrape.com/catalogue/category/books/default_15/page-5.html
Default,Romero and Juliet: A Tragic Tale of Love and Zombies,1,£36.94,http://books.toscrape.com/catalogue/category/books/default_15/page-2.html
Default,Secrets and Lace (Fatal Hearts #1),1,£20.27,http://books.toscrape.com/catalogue/category/books/default_15/page-2.html
Default,Shatter Me (Shatter Me #1),1,£42.40,http://books.toscrape.com/catalogue/category/books/default_15/page-8.html
Default,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,3,£30.60,http://books.toscrape.com/catalogue/category/books/default_15/page-5.html
Default,Shiver (The Wolves of Mercy Falls #1),5,£16.23,http://books.toscrape.com/catalogue/category/books/default_15/page-5.html
Default,Shopaholic & Baby (Shopaholic #5),2,£46.45,http://books.toscrape.com/catalogue/category/books/default_15/page-7.html
Default,Soul Reader,2,£39.58,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Default,"Starving Hearts (Triangular Trade Trilogy, #1)",2,£13.99,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Default,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,2,£20.90,http://books.toscrape.com/catalogue/category/books/default_15/page-5.html
Default,Steve Jobs,5,£39.50,http://books.toscrape.com/catalogue/category/books/default_15/page-3.html
Default,Taking Shots (Assassins #1),2,£18.88,http://books.toscrape.com/catalogue/category/books/default_15/page-8.html
Default,The 5th Wave (The 5th Wave #1),2,£11.83,http://books.toscrape.com/catalogue/category/books/default_15/page-5.html
Default,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,4,£33.17,http://books.toscrape.com/catalogue/category/books/default_15/page-5.html
Default,The Art of War,5,£33.34,http://books.toscrape.com/catalogue/category/books/default_15/page-2.html
Default,The Autobiography of Malcolm X,2,£23.43,http://books.toscrape.com/catalogue/category/books/default_15/page-7.html
Default,The Book Thief,2,£53.49,http://books.toscrape.com/catalogue/category/books/default_15/page-7.html
Default,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,4,£22.60,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Default,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,3,£32.00,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Default,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",3,£17.93,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Default,The Demon-Haunted World: Science as a Candle in the Dark,4,£52.25,http://books.toscrape.com/catalogue/category/books/default_15/page-7.html
Default,The Dream Thieves (The Raven Cycle #2),1,£34.50,http://books.toscrape.com/catalogue/category/books/default_15/page-5.html
Default,The Emerald Mystery,2,£23.15,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Default,The Fault in Our Stars,1,£47.22,http://books.toscrape.com/catalogue/category/books/default_15/page-5.html
Default,The Fellowship of the Ring (The Lord of the Rings #1),2,£10.27,http://books.toscrape.com/catalogue/category/books/default_15/page-5.html
Default,The Flowers Lied,2,£16.68,http://books.toscrape.com/catalogue/category/books/default_15/page-4.html
Default,The Girl Who Played with Fire (Millennium Trilogy #2),2,£22.14,http://books.toscrape.com/catalogue/category/books/default_15/page-7.html
Default,The Girl on the Train,2,£55.02,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Default,The Giver (The Giver Quartet #1),1,£12.30,http://books.toscrape.com/catalogue/category/books/default_15/page-7.html
Default,The Goldfinch,3,£43.58,http://books.toscrape.com/catalogue/category/books/default_15/page-6.html
Default,The Good Girl,3,£49.03,http://books.toscrape.com/catalogue/category/books/default_15/page-5.html
Default,The Great Gatsby,4,£36.05,http://books.toscrape.com/catalogue/category/books/default_15/page-4.html
Default,The Hobbit (Middle-Earth Universe),5,£17.80,http://books.toscrape.com/catalogue/category/books/default_15/page-5.html
Default,The Hunger Games (The Hunger Games #1),5,£29.85,http://books.toscrape.com/catalogue/category/books/default_15/page-6.html
Default,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",5,£20.59,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Default,The Kite Runner,4,£41.82,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Default,The Lover's Dictionary,2,£58.09,http://books.toscrape.com/catalogue/category/books/default_15/page-6.html
Default,The Makings of a Fatherless Child,2,£31.58,http://books.toscrape.com/catalogue/category/books/default_15/page-5.html
Default,The Martian (The Martian #1),2,£41.39,http://books.toscrape.com/catalogue/category/books/default_15/page-4.html
Default,The Maze Runner (The Maze Runner #1),1,£20.93,http://books.toscrape.com/catalogue/category/books/default_15/page-6.html
Default,The Name of the Wind (The Kingkiller Chronicle #1),3,£50.59,http://books.toscrape.com/catalogue/category/books/default_15/page-8.html
Default,The New Brand You: Your New Image Makes the Sale for You,5,£44.05,http://books.toscrape.com/catalogue/category/books/default_15/page-4.html
Default,The Paris Wife,3,£36.80,http://books.toscrape.com/catalogue/category/books/default_15/page-6.html
Default,The Perks of Being a Wallflower,3,£55.02,http://books.toscrape.com/catalogue/category/books/default_15/page-5.html
Default,The Power of Habit: Why We Do What We Do in Life and Business,3,£16.88,http://books.toscrape.com/catalogue/category/books/default_15/page-3.html
Default,The Psychopath Test: A Journey Through the Madness Industry,2,£36.00,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Default,The Rosie Project (Don Tillman #1),1,£54.04,http://books.toscrape.com/catalogue/category/books/default_15/page-3.html
Default,The Secret (The Secret #1),4,£27.37,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Default,The Shining (The Shining #1),3,£27.88,http://books.toscrape.com/catalogue/category/books/default_15/page-6.html
Default,The Songs of the Gods,5,£44.48,http://books.toscrape.com/catalogue/category/books/default_15/page-2.html
Default,The Sound Of Love,5,£57.84,http://books.toscrape.com/catalogue/category/books/default_15/page-5.html
Default,"The Three Searches, Meaning, and the Story",3,£13.33,http://books.toscrape.com/catalogue/category/books/default_15/page-3.html
Default,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),5,£43.62,http://books.toscrape.com/catalogue/category/books/default_15/page-4.html
Default,The Wright Brothers,4,£56.80,http://books.toscrape.com/catalogue/category/books/default_15/page-2.html
Default,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,1,£34.72,http://books.toscrape.com/catalogue/category/books/default_15/page-4.html
Default,The Zombie Room,5,£19.69,http://books.toscrape.com/catalogue/category/books/default_15/page-8.html
Default,Thirteen Reasons Why,1,£52.72,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Default,Tracing Numbers on a Train,3,£41.60,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Default,Troublemaker: Surviving Hollywood and Scientology,2,£48.39,http://books.toscrape.com/catalogue/category/books/default_15/page-4.html
Default,Twilight (Twilight #1),2,£41.93,http://books.toscrape.com/catalogue/category/books/default_15/page-6.html
Default,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",2,£45.95,http://books.toscrape.com/catalogue/category/books/default_15/page-2.html
Default,Underlying Notes,2,£11.82,http://books.toscrape.com/catalogue/category/books/default_15/page-4.html
Default,Unlimited Intuition Now,4,£58.87,http://books.toscrape.com/catalogue/category/books/default_15/page-4.html
Default,V for Vendetta (V for Vendetta Complete),4,£37.10,http://books.toscrape.com/catalogue/category/books/default_15/page-2.html
Default,Vogue Colors A to Z: A Fashion Coloring Book,4,£52.35,http://books.toscrape.com/catalogue/category/books/default_15/page-6.html
Default,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,4,£53.68,http://books.toscrape.com/catalogue/category/books/default_15/page-5.html
Default,"Where'd You Go, Bernadette",1,£18.13,http://books.toscrape.com/catalogue/category/books/default_15/page-6.html
Default,Wild: From Lost to Found on the Pacific Crest Trail,3,£46.02,http://books.toscrape.com/catalogue/category/books/default_15/page-6.html
Default,Wildlife of New York: A Five-Borough Coloring Book,2,£22.14,http://books.toscrape.com/catalogue/category/books/default_15/page-4.html
Default,World War Z: An Oral History of the Zombie War,1,£21.80,http://books.toscrape.com/catalogue/category/books/default_15/page-6.html
Default,Zero History (Blue Ant #3),1,£34.77,http://books.toscrape.com/catalogue/category/books/default_15/page-6.html
Erotica,Dark Notes,5,£19.19,http://books.toscrape.com/catalogue/category/books/erotica_50/index.html
Fantasy,A Court of Thorns and Roses (A Court of Thorns and Roses #1),1,£52.37,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Fantasy,A Feast for Crows (A Song of Ice and Fire #4),4,£17.21,http://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html
Fantasy,A Gathering of Shadows (Shades of Magic #2),4,£44.81,http://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html
Fantasy,A Shard of Ice (The Black Symphony Saga #1),3,£56.63,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Fantasy,A Storm of Swords (A Song of Ice and Fire #3),2,£31.22,http://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html
Fantasy,Ash,4,£22.06,http://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html
Fantasy,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",2,£28.09,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Fantasy,City of Glass (The Mortal Instruments #3),4,£56.02,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Fantasy,Crown of Midnight (Throne of Glass #2),3,£43.29,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Fantasy,Darkfever (Fever #1),1,£56.02,http://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html
Fantasy,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),5,£37.51,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Fantasy,Eragon (The Inheritance Cycle #1),3,£43.87,http://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html
Fantasy,Every Heart a Doorway (Every Heart A Doorway #1),5,£12.16,http://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html
Fantasy,Harry Potter and the Chamber of Secrets (Harry Potter #2),1,£14.74,http://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html
Fantasy,Harry Potter and the Half-Blood Prince (Harry Potter #6),5,£48.75,http://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html
Fantasy,Harry Potter and the Order of the Phoenix (Harry Potter #5),4,£31.63,http://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html
Fantasy,Heir to the Sky,4,£44.07,http://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html
Fantasy,Hollow City (Miss Peregrine's Peculiar Children #2),1,£42.98,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Fantasy,Island of Dragons (Unwanteds #7),1,£29.65,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Fantasy,King's Folly (The Kinsman Chronicles #1),5,£39.61,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Fantasy,Masks and Shadows,2,£56.40,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Fantasy,Midnight Riot (Peter Grant/ Rivers of London - books #1),2,£55.46,http://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html
Fantasy,Myriad (Prentor #1),4,£58.75,http://books.toscrape.com/catalogue/category/books/fantasy_19/page-3.html
Fantasy,One Second (Seven #7),2,£52.94,http://books.toscrape.com/catalogue/category/books/fantasy_19/page-3.html
Fantasy,Origins (Alphas 0.5),1,£28.99,http://books.toscrape.com/catalogue/category/books/fantasy_19/page-3.html
Fantasy,Paper and Fire (The Great Library #2),5,£49.45,http://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html
Fantasy,Princess Between Worlds (Wide-Awake Princess #5),5,£13.34,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Fantasy,"Saga, Volume 6 (Saga (Collected Editions) #6)",3,£25.02,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Fantasy,Searching for Meaning in Gailana,1,£38.73,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Fantasy,Shadow Rites (Jane Yellowrock #10),4,£21.72,http://books.toscrape.com/catalogue/category/books/fantasy_19/page-3.html
Fantasy,Sister Sable (The Mad Queen #1),3,£13.33,http://books.toscrape.com/catalogue/category/books/fantasy_19/page-3.html
Fantasy,Soldier (Talon #3),2,£24.72,http://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html
Fantasy,Tell the Wind and Fire,3,£45.51,http://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html
Fantasy,The Bane Chronicles (The Bane Chronicles #1-11),4,£44.73,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Fantasy,The Beast (Black Dagger Brotherhood #14),5,£46.08,http://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html
Fantasy,The Demonists (Demonist #1),2,£52.11,http://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html
Fantasy,The False Prince (The Ascendance Trilogy #1),5,£56.00,http://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html
Fantasy,The Glittering Court (The Glittering Court #1),1,£44.28,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Fantasy,The Hidden Oracle (The Trials of Apollo #1),2,£52.26,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Fantasy,The Mirror & the Maze (The Wrath and the Dawn #1.5),1,£29.38,http://books.toscrape.com/catalogue/category/books/fantasy_19/page-3.html
Fantasy,The Raven Boys (The Raven Cycle #1),4,£57.74,http://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html
Fantasy,The Rose & the Dagger (The Wrath and the Dawn #2),4,£58.64,http://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html
Fantasy,The Silent Twin (Detective Jennifer Knight #3),3,£36.25,http://books.toscrape.com/catalogue/category/books/fantasy_19/page-3.html
Fantasy,The Star-Touched Queen,5,£32.30,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Fantasy,The Star-Touched Queen,5,£46.02,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Fantasy,Throne of Glass (Throne of Glass #1),3,£35.07,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Fantasy,Unicorn Tracks,3,£18.78,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Fantasy,Vampire Girl (Vampire Girl #1),2,£53.82,http://books.toscrape.com/catalogue/category/books/fantasy_19/page-3.html
Fiction,11/22/63,3,£48.48,http://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html
Fiction,A Man Called Ove,1,£39.72,http://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html
Fiction,Atlas Shrugged,5,£26.58,http://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html
Fiction,Balloon Animals,3,£17.03,http://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html
Fiction,Big Little Lies,1,£22.11,http://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html
Fiction,Bright Lines,5,£39.07,http://books.toscrape.com/catalogue/category/books/fiction_10/page-4.html
Fiction,Cometh the Hour (The Clifton Chronicles #6),3,£25.01,http://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html
Fiction,Crazy Rich Asians (Crazy Rich Asians #1),5,£49.13,http://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html
Fiction,Daredevils,3,£16.34,http://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html
Fiction,Dear Mr. Knightley,5,£11.21,http://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html
Fiction,Deception Point,4,£40.32,http://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html
Fiction,Digital Fortress,5,£58.00,http://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html
Fiction,Eight Hundred Grapes,4,£14.39,http://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html
Fiction,Eligible (The Austen Project #4),3,£27.09,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Fiction,Finders Keepers (Bill Hodges Trilogy #2),5,£53.53,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Fiction,Hystopia: A Novel,4,£21.96,http://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html
Fiction,I Am Pilgrim (Pilgrim #1),4,£10.60,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Fiction,Inferno (Robert Langdon #4),5,£41.00,http://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html
Fiction,Jurassic Park (Jurassic Park #1),1,£44.97,http://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html
Fiction,Kitchens of the Great Midwest,5,£57.20,http://books.toscrape.com/catalogue/category/books/fiction_10/page-4.html
Fiction,Last One Home (New Beginnings #1),3,£59.98,http://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html
Fiction,Lies and Other Acts of Love,1,£45.14,http://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html
Fiction,Lila (Gilead #3),3,£12.47,http://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html
Fiction,Me Before You (Me Before You #1),1,£19.02,http://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html
Fiction,Memoirs of a Geisha,3,£49.67,http://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html
Fiction,Miller's Valley,2,£58.54,http://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html
Fiction,Mothering Sunday,2,£13.34,http://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html
Fiction,Mr. Mercedes (Bill Hodges Trilogy #1),1,£28.90,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Fiction,My Mrs. Brown,3,£24.48,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Fiction,My Name Is Lucy Barton,1,£41.56,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Fiction,Private Paris (Private #10),5,£47.61,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Fiction,Shtum,4,£55.84,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Fiction,Siddhartha,5,£34.22,http://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html
Fiction,Sister Dear,4,£40.20,http://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html
Fiction,Soumission,1,£50.10,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Fiction,Still Life with Bread Crumbs,3,£26.41,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Fiction,Take Me with You,3,£45.21,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Fiction,The Art of Fielding,1,£22.10,http://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html
Fiction,The Bette Davis Club,3,£30.66,http://books.toscrape.com/catalogue/category/books/fiction_10/page-4.html
Fiction,The Bourne Identity (Jason Bourne #1),4,£42.78,http://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html
Fiction,The Course of Love,3,£16.78,http://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html
Fiction,The Da Vinci Code (Robert Langdon #2),2,£22.96,http://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html
Fiction,The Dinner Party,2,£56.54,http://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html
Fiction,The Expatriates,2,£44.58,http://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html
Fiction,The Firm,3,£45.56,http://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html
Fiction,The First Hostage (J.B. Collins #2),3,£25.85,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Fiction,The High Mountains of Portugal,1,£51.15,http://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html
Fiction,The Husband's Secret,5,£52.51,http://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html
Fiction,The Improbability of Love,1,£59.45,http://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html
Fiction,The Infinities,1,£27.41,http://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html
Fiction,The Little Paris Bookshop,3,£24.73,http://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html
Fiction,The Murder That Never Was (Forensic Instincts #5),3,£54.11,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Fiction,The Nightingale,4,£26.26,http://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html
Fiction,The Regional Office Is Under Attack!,5,£51.36,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Fiction,The Shack,1,£28.03,http://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html
Fiction,The Silent Sister (Riley MacPherson #1),5,£46.29,http://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html
Fiction,The Silent Wife,5,£12.34,http://books.toscrape.com/catalogue/category/books/fiction_10/page-4.html
Fiction,The Testament of Mary,4,£52.67,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Fiction,The Time Keeper,5,£27.88,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Fiction,The Vacationers,4,£42.15,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Fiction,Thirst,5,£17.27,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Fiction,Three-Martini Lunch,3,£23.21,http://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html
Fiction,Tuesday Nights in 1980,2,£21.04,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Fiction,"We Love You, Charlie Freeman",5,£50.27,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Fiction,When I'm Gone,3,£51.96,http://books.toscrape.com/catalogue/category/books/fiction_10/page-4.html
Food and Drink,32 Yolks,2,£53.63,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html
Food and Drink,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",1,£38.77,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html
Food and Drink,Barefoot Contessa Back to Basics,1,£28.01,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html
Food and Drink,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,5,£50.62,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html
Food and Drink,Better Homes and Gardens New Cook Book,3,£39.61,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/page-2.html
Food and Drink,Cravings: Recipes for What You Want to Eat,3,£20.50,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html
Food and Drink,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",3,£42.16,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html
Food and Drink,Everyday Italian: 125 Simple and Delicious Recipes,5,£20.10,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html
Food and Drink,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",3,£30.52,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html
Food and Drink,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,2,£28.25,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/page-2.html
Food and Drink,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),4,£46.01,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/page-2.html
Food and Drink,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,3,£33.14,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/page-2.html
Food and Drink,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",1,£19.55,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html
Food and Drink,"Layered: Baking, Building, and Styling Spectacular Cakes",1,£40.11,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html
Food and Drink,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",4,£14.02,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html
Food and Drink,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,5,£24.91,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/page-2.html
Food and Drink,My Kitchen Year: 136 Recipes That Saved My Life,2,£11.53,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html
Food and Drink,My Paris Kitchen: Recipes and Stories,2,£33.37,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html
Food and Drink,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",5,£11.38,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html
Food and Drink,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",3,£34.32,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/page-2.html
Food and Drink,The Barefoot Contessa Cookbook,5,£59.92,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/page-2.html
Food and Drink,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,1,£41.25,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html
Food and Drink,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,3,£28.77,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html
Food and Drink,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,2,£37.60,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html
Food and Drink,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",4,£12.34,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html
Food and Drink,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,5,£37.34,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html
Food and Drink,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",1,£56.41,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html
Food and Drink,The Power Greens Cookbook: 140 Delicious Superfood Recipes,5,£11.05,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/page-2.html
Food and Drink,The Smitten Kitchen Cookbook,1,£23.59,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/page-2.html
Food and Drink,Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,2,£13.66,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/page-2.html
